# 5%

step 0: train loss 4.1861, val loss 4.1881
step 0: train loss (forward only) 4.1876, val loss (forward only) 4.1891
step 0: train loss (backward only) 4.1770, val loss (backward only) 4.1776
iter 367: loss 2.1284, time 175.25ms, mfu 0.20%
iter 368: loss 2.1238, time 161.02ms, mfu 0.20%
iter 369: loss 2.1101, time 154.26ms, mfu 0.20%
iter 370: loss 2.1521, time 153.16ms, mfu 0.20%
iter 371: loss 2.1166, time 150.29ms, mfu 0.21%
iter 372: loss 2.1050, time 148.44ms, mfu 0.21%
iter 373: loss 2.1360, time 152.43ms, mfu 0.21%
iter 374: loss 2.1258, time 159.95ms, mfu 0.21%
iter 375: loss 2.1186, time 153.64ms, mfu 0.21%
iter 376: loss 2.1417, time 153.76ms, mfu 0.21%
iter 377: loss 2.1267, time 159.70ms, mfu 0.21%
iter 378: loss 2.1150, time 168.20ms, mfu 0.21%
iter 379: loss 2.1116, time 157.46ms, mfu 0.21%
iter 380: loss 2.0850, time 157.26ms, mfu 0.21%
iter 381: loss 2.1177, time 159.63ms, mfu 0.21%
iter 382: loss 2.0953, time 154.87ms, mfu 0.21%
iter 383: loss 2.1128, time 157.42ms, mfu 0.21%
iter 384: loss 2.0980, time 157.73ms, mfu 0.21%
iter 385: loss 2.0943, time 154.06ms, mfu 0.21%
iter 386: loss 2.1048, time 159.19ms, mfu 0.21%
iter 387: loss 2.0828, time 196.00ms, mfu 0.21%
iter 388: loss 2.0886, time 141.36ms, mfu 0.21%
iter 389: loss 2.0880, time 157.53ms, mfu 0.21%
iter 390: loss 2.0683, time 169.99ms, mfu 0.21%
iter 391: loss 2.0795, time 167.08ms, mfu 0.21%
iter 392: loss 2.0747, time 168.98ms, mfu 0.21%
iter 393: loss 2.0719, time 170.26ms, mfu 0.21%
iter 394: loss 2.0831, time 161.32ms, mfu 0.21%
iter 395: loss 2.0704, time 157.11ms, mfu 0.21%
iter 396: loss 2.0673, time 162.05ms, mfu 0.21%
iter 397: loss 2.0939, time 153.79ms, mfu 0.21%
iter 398: loss 2.0763, time 154.22ms, mfu 0.21%
iter 399: loss 2.0687, time 155.17ms, mfu 0.21%
iter 400: loss 2.0890, time 149.83ms, mfu 0.21%
iter 401: loss 2.0706, time 152.95ms, mfu 0.21%
iter 402: loss 2.0474, time 148.52ms, mfu 0.21%
iter 403: loss 2.0736, time 145.95ms, mfu 0.21%
iter 404: loss 2.0696, time 146.89ms, mfu 0.22%
iter 405: loss 2.0424, time 145.01ms, mfu 0.22%
iter 406: loss 2.0572, time 148.70ms, mfu 0.22%
iter 407: loss 2.0587, time 145.21ms, mfu 0.22%
iter 408: loss 2.0548, time 146.45ms, mfu 0.22%
iter 409: loss 2.0591, time 145.25ms, mfu 0.22%
iter 410: loss 2.0235, time 145.20ms, mfu 0.22%
iter 411: loss 2.0580, time 145.98ms, mfu 0.22%
iter 412: loss 2.0223, time 146.42ms, mfu 0.22%
iter 413: loss 2.0090, time 145.59ms, mfu 0.22%
iter 414: loss 2.0354, time 148.61ms, mfu 0.22%
iter 415: loss 2.0298, time 145.43ms, mfu 0.22%
iter 416: loss 2.0385, time 146.86ms, mfu 0.22%
iter 417: loss 2.0256, time 145.27ms, mfu 0.22%
iter 418: loss 2.0222, time 149.34ms, mfu 0.22%
iter 419: loss 2.0197, time 146.36ms, mfu 0.22%
iter 420: loss 2.0085, time 144.81ms, mfu 0.23%
iter 421: loss 2.0043, time 147.61ms, mfu 0.23%
iter 422: loss 2.0068, time 146.61ms, mfu 0.23%
iter 423: loss 1.9999, time 145.12ms, mfu 0.23%
iter 424: loss 2.0104, time 147.32ms, mfu 0.23%
iter 425: loss 2.0288, time 146.71ms, mfu 0.23%
iter 426: loss 2.0199, time 147.37ms, mfu 0.23%
iter 427: loss 2.0325, time 147.62ms, mfu 0.23%
iter 428: loss 2.0327, time 147.69ms, mfu 0.23%
iter 429: loss 2.0258, time 152.45ms, mfu 0.23%
iter 430: loss 1.9831, time 148.15ms, mfu 0.23%
iter 431: loss 2.0220, time 147.19ms, mfu 0.23%
iter 432: loss 1.9899, time 146.80ms, mfu 0.23%
iter 433: loss 2.0043, time 146.71ms, mfu 0.23%
iter 434: loss 2.0132, time 151.20ms, mfu 0.23%
iter 435: loss 1.9809, time 146.58ms, mfu 0.23%
iter 436: loss 2.0147, time 147.11ms, mfu 0.23%
iter 437: loss 2.0155, time 145.32ms, mfu 0.23%
iter 438: loss 2.0042, time 145.21ms, mfu 0.23%
iter 439: loss 1.9867, time 145.92ms, mfu 0.23%
iter 440: loss 1.9449, time 146.70ms, mfu 0.23%
iter 441: loss 2.0082, time 145.43ms, mfu 0.23%
iter 442: loss 1.9823, time 147.88ms, mfu 0.23%
iter 443: loss 1.9751, time 147.04ms, mfu 0.23%
iter 444: loss 1.9827, time 145.85ms, mfu 0.23%
iter 445: loss 1.9824, time 146.13ms, mfu 0.23%
iter 446: loss 1.9800, time 149.47ms, mfu 0.23%
iter 447: loss 1.9784, time 154.68ms, mfu 0.23%
iter 448: loss 1.9865, time 156.35ms, mfu 0.22%
iter 449: loss 1.9982, time 150.70ms, mfu 0.22%
iter 450: loss 1.9594, time 152.19ms, mfu 0.22%
iter 451: loss 1.9764, time 152.22ms, mfu 0.22%
iter 452: loss 1.9771, time 151.25ms, mfu 0.22%
iter 453: loss 1.9513, time 149.15ms, mfu 0.22%
iter 454: loss 1.9477, time 151.25ms, mfu 0.22%
iter 455: loss 1.9507, time 152.17ms, mfu 0.22%
iter 456: loss 1.9640, time 155.21ms, mfu 0.22%
iter 457: loss 1.9252, time 157.95ms, mfu 0.22%
iter 458: loss 1.9709, time 153.61ms, mfu 0.22%
iter 459: loss 1.9564, time 153.13ms, mfu 0.22%
iter 460: loss 1.9336, time 150.29ms, mfu 0.22%
iter 461: loss 1.9433, time 147.44ms, mfu 0.22%
iter 462: loss 1.9481, time 149.22ms, mfu 0.22%
iter 463: loss 1.9567, time 146.30ms, mfu 0.22%
iter 464: loss 1.9623, time 146.15ms, mfu 0.22%
iter 465: loss 1.9637, time 151.29ms, mfu 0.22%
iter 466: loss 1.9306, time 153.19ms, mfu 0.22%
iter 467: loss 1.9513, time 154.53ms, mfu 0.22%
iter 468: loss 1.9829, time 158.74ms, mfu 0.22%
iter 469: loss 1.9507, time 157.43ms, mfu 0.22%
iter 470: loss 1.9499, time 158.09ms, mfu 0.22%
iter 471: loss 1.9539, time 155.78ms, mfu 0.22%
iter 472: loss 1.9362, time 156.29ms, mfu 0.22%
iter 473: loss 1.9086, time 235.06ms, mfu 0.21%
iter 474: loss 1.9238, time 119.45ms, mfu 0.22%
iter 475: loss 1.9427, time 158.95ms, mfu 0.22%
iter 476: loss 1.9470, time 160.08ms, mfu 0.22%
iter 477: loss 1.9311, time 164.73ms, mfu 0.21%
iter 478: loss 1.9451, time 161.04ms, mfu 0.21%
iter 479: loss 1.9023, time 155.72ms, mfu 0.21%
iter 480: loss 1.9138, time 156.82ms, mfu 0.21%
iter 481: loss 1.9110, time 154.97ms, mfu 0.21%
iter 482: loss 1.9239, time 152.74ms, mfu 0.21%
iter 483: loss 1.9371, time 152.17ms, mfu 0.21%
iter 484: loss 1.9210, time 153.29ms, mfu 0.21%
iter 485: loss 1.9363, time 147.72ms, mfu 0.22%
iter 486: loss 1.9269, time 149.76ms, mfu 0.22%
iter 487: loss 1.8986, time 146.23ms, mfu 0.22%
iter 488: loss 1.9072, time 151.98ms, mfu 0.22%
iter 489: loss 1.9257, time 145.34ms, mfu 0.22%
iter 490: loss 1.8866, time 149.71ms, mfu 0.22%
iter 491: loss 1.9061, time 148.27ms, mfu 0.22%
iter 492: loss 1.9214, time 149.26ms, mfu 0.22%
iter 493: loss 1.8766, time 147.93ms, mfu 0.22%
iter 494: loss 1.9040, time 153.03ms, mfu 0.22%
iter 495: loss 1.8868, time 149.52ms, mfu 0.22%
iter 496: loss 1.9071, time 150.84ms, mfu 0.22%
iter 497: loss 1.9440, time 149.81ms, mfu 0.22%
iter 498: loss 1.8660, time 148.87ms, mfu 0.22%
iter 499: loss 1.8904, time 151.27ms, mfu 0.22%
step 500: train loss 1.8935, val loss 2.0108
step 500: train loss (forward only) 1.8953, val loss (forward only) 2.0061
step 500: train loss (backward only) 4.5679, val loss (backward only) 4.6992
saving checkpoint to out-shakespeare-char
iter 500: loss 1.9065, time 11905.32ms, mfu 0.20%
iter 501: loss 1.8936, time 141.51ms, mfu 0.20%
iter 502: loss 1.8954, time 146.11ms, mfu 0.21%
iter 503: loss 1.8588, time 144.88ms, mfu 0.21%
iter 504: loss 1.8722, time 145.32ms, mfu 0.21%
iter 505: loss 1.8823, time 145.63ms, mfu 0.21%
iter 506: loss 1.8889, time 146.97ms, mfu 0.21%
iter 507: loss 1.8711, time 149.21ms, mfu 0.21%
iter 508: loss 1.9212, time 146.05ms, mfu 0.22%
iter 509: loss 1.8234, time 148.92ms, mfu 0.22%
iter 510: loss 1.8996, time 142.17ms, mfu 0.22%
iter 511: loss 1.8725, time 146.25ms, mfu 0.22%
iter 512: loss 1.8788, time 148.93ms, mfu 0.22%
iter 513: loss 1.9107, time 154.98ms, mfu 0.22%
iter 514: loss 1.8709, time 155.40ms, mfu 0.22%
iter 515: loss 1.8839, time 153.35ms, mfu 0.22%
iter 516: loss 1.8731, time 150.75ms, mfu 0.22%
iter 517: loss 1.8626, time 147.27ms, mfu 0.22%
iter 518: loss 1.8668, time 145.49ms, mfu 0.22%
iter 519: loss 1.8661, time 145.00ms, mfu 0.22%
iter 520: loss 1.8820, time 146.21ms, mfu 0.22%
iter 521: loss 1.8657, time 147.61ms, mfu 0.22%
iter 522: loss 1.8647, time 145.54ms, mfu 0.22%
iter 523: loss 1.8390, time 146.89ms, mfu 0.22%
iter 524: loss 1.8661, time 146.08ms, mfu 0.22%
iter 525: loss 1.8472, time 147.27ms, mfu 0.22%
iter 526: loss 1.8370, time 219.13ms, mfu 0.22%
iter 527: loss 1.8631, time 103.55ms, mfu 0.23%
iter 528: loss 1.8526, time 144.79ms, mfu 0.23%
iter 529: loss 1.8735, time 147.15ms, mfu 0.23%
iter 530: loss 1.8361, time 144.92ms, mfu 0.23%
iter 531: loss 1.8791, time 148.40ms, mfu 0.23%
iter 532: loss 1.9101, time 151.06ms, mfu 0.23%
iter 533: loss 1.8452, time 145.60ms, mfu 0.23%
iter 534: loss 1.8463, time 151.58ms, mfu 0.23%
iter 535: loss 1.8489, time 145.70ms, mfu 0.23%
iter 536: loss 1.8435, time 145.26ms, mfu 0.23%
iter 537: loss 1.8434, time 145.90ms, mfu 0.23%
iter 538: loss 1.8585, time 146.43ms, mfu 0.23%
iter 539: loss 1.8294, time 149.11ms, mfu 0.23%
iter 540: loss 1.8348, time 147.80ms, mfu 0.23%
iter 541: loss 1.8137, time 148.45ms, mfu 0.23%
iter 542: loss 1.8157, time 147.76ms, mfu 0.23%
iter 543: loss 1.8109, time 145.22ms, mfu 0.23%
iter 544: loss 1.8245, time 146.87ms, mfu 0.23%
iter 545: loss 1.8309, time 145.48ms, mfu 0.23%
iter 546: loss 1.8200, time 146.27ms, mfu 0.23%
iter 547: loss 1.8329, time 146.27ms, mfu 0.23%
iter 548: loss 1.8175, time 148.37ms, mfu 0.23%
iter 549: loss 1.7907, time 145.69ms, mfu 0.23%
iter 550: loss 1.8220, time 151.22ms, mfu 0.23%
iter 551: loss 1.8082, time 145.22ms, mfu 0.23%
iter 552: loss 1.7929, time 147.05ms, mfu 0.23%
iter 553: loss 1.8034, time 157.78ms, mfu 0.23%
iter 554: loss 1.8093, time 138.95ms, mfu 0.23%
iter 555: loss 1.8286, time 149.53ms, mfu 0.23%
iter 556: loss 1.7998, time 146.33ms, mfu 0.23%
iter 557: loss 1.7974, time 147.32ms, mfu 0.23%
iter 558: loss 1.8058, time 147.82ms, mfu 0.23%
iter 559: loss 1.7944, time 147.93ms, mfu 0.23%
iter 560: loss 1.8321, time 146.27ms, mfu 0.23%
iter 561: loss 1.8136, time 145.82ms, mfu 0.23%
iter 562: loss 1.8202, time 146.05ms, mfu 0.23%
iter 563: loss 1.8187, time 144.79ms, mfu 0.23%
iter 564: loss 1.7853, time 146.76ms, mfu 0.23%
iter 565: loss 1.8093, time 146.75ms, mfu 0.23%
iter 566: loss 1.7964, time 313.63ms, mfu 0.22%
iter 567: loss 1.7863, time 123.32ms, mfu 0.22%
iter 568: loss 1.8001, time 135.24ms, mfu 0.22%
iter 569: loss 1.7964, time 161.08ms, mfu 0.22%
iter 570: loss 1.7876, time 149.03ms, mfu 0.22%
iter 571: loss 1.7807, time 148.47ms, mfu 0.22%
iter 572: loss 1.7749, time 146.57ms, mfu 0.22%
iter 573: loss 1.7812, time 148.42ms, mfu 0.22%
iter 574: loss 1.8011, time 150.34ms, mfu 0.22%
iter 575: loss 1.7822, time 146.83ms, mfu 0.22%
iter 576: loss 1.8141, time 147.07ms, mfu 0.22%
iter 577: loss 1.7540, time 147.02ms, mfu 0.22%
iter 578: loss 1.7950, time 146.92ms, mfu 0.22%
iter 579: loss 1.7937, time 146.57ms, mfu 0.22%
iter 580: loss 1.7970, time 146.45ms, mfu 0.22%
iter 581: loss 1.7751, time 146.35ms, mfu 0.23%
iter 582: loss 1.7721, time 146.91ms, mfu 0.23%
iter 583: loss 1.7688, time 148.07ms, mfu 0.23%
iter 584: loss 1.7490, time 190.80ms, mfu 0.22%
iter 585: loss 1.7772, time 162.43ms, mfu 0.22%
iter 586: loss 1.7869, time 152.62ms, mfu 0.22%
iter 587: loss 1.7687, time 166.27ms, mfu 0.22%
iter 588: loss 1.7857, time 160.16ms, mfu 0.22%
iter 589: loss 1.7761, time 160.36ms, mfu 0.22%
iter 590: loss 1.7576, time 155.38ms, mfu 0.22%
iter 591: loss 1.7965, time 202.24ms, mfu 0.21%
iter 592: loss 1.7819, time 128.01ms, mfu 0.22%
iter 593: loss 1.7812, time 158.46ms, mfu 0.21%
iter 594: loss 1.7993, time 160.74ms, mfu 0.21%
iter 595: loss 1.7843, time 154.30ms, mfu 0.21%
iter 596: loss 1.7748, time 158.79ms, mfu 0.21%
iter 597: loss 1.7697, time 147.60ms, mfu 0.21%
iter 598: loss 1.7654, time 147.93ms, mfu 0.22%
iter 599: loss 1.7370, time 148.00ms, mfu 0.22%
iter 600: loss 1.7546, time 155.99ms, mfu 0.22%
iter 601: loss 1.7540, time 142.42ms, mfu 0.22%
iter 602: loss 1.7589, time 144.66ms, mfu 0.22%
iter 603: loss 1.7580, time 146.86ms, mfu 0.22%
iter 604: loss 1.7430, time 145.74ms, mfu 0.22%
iter 605: loss 1.7542, time 146.88ms, mfu 0.22%
iter 606: loss 1.7492, time 145.28ms, mfu 0.22%
iter 607: loss 1.7653, time 147.47ms, mfu 0.22%
iter 608: loss 1.7651, time 147.32ms, mfu 0.22%
iter 609: loss 1.7359, time 149.93ms, mfu 0.22%
iter 610: loss 1.7547, time 143.99ms, mfu 0.22%
iter 611: loss 1.7555, time 149.09ms, mfu 0.22%
iter 612: loss 1.7464, time 147.57ms, mfu 0.22%
iter 613: loss 1.7308, time 147.41ms, mfu 0.22%
iter 614: loss 1.7275, time 154.27ms, mfu 0.22%
iter 615: loss 1.7145, time 165.59ms, mfu 0.22%
iter 616: loss 1.7409, time 137.53ms, mfu 0.22%
iter 617: loss 1.7309, time 147.71ms, mfu 0.22%
iter 618: loss 1.7640, time 149.56ms, mfu 0.22%
iter 619: loss 1.7226, time 146.91ms, mfu 0.22%
iter 620: loss 1.6986, time 149.38ms, mfu 0.22%
iter 621: loss 1.7296, time 146.45ms, mfu 0.22%
iter 622: loss 1.7581, time 150.45ms, mfu 0.22%
iter 623: loss 1.7618, time 153.53ms, mfu 0.22%
iter 624: loss 1.7392, time 160.51ms, mfu 0.22%
iter 625: loss 1.7232, time 162.95ms, mfu 0.22%
iter 626: loss 1.7171, time 171.84ms, mfu 0.22%
iter 627: loss 1.7038, time 169.27ms, mfu 0.22%
iter 628: loss 1.7050, time 164.62ms, mfu 0.21%
iter 629: loss 1.7306, time 168.23ms, mfu 0.21%
iter 630: loss 1.7212, time 166.66ms, mfu 0.21%
iter 631: loss 1.7509, time 160.72ms, mfu 0.21%
iter 632: loss 1.6892, time 157.85ms, mfu 0.21%
iter 633: loss 1.7574, time 150.78ms, mfu 0.21%
iter 634: loss 1.7323, time 150.85ms, mfu 0.21%
iter 635: loss 1.7432, time 154.45ms, mfu 0.21%
iter 636: loss 1.7195, time 158.27ms, mfu 0.21%
iter 637: loss 1.7121, time 151.33ms, mfu 0.21%
iter 638: loss 1.6915, time 152.19ms, mfu 0.21%
iter 639: loss 1.7304, time 148.28ms, mfu 0.22%
iter 640: loss 1.7083, time 149.57ms, mfu 0.22%
iter 641: loss 1.7176, time 145.65ms, mfu 0.22%
iter 642: loss 1.6857, time 147.89ms, mfu 0.22%
iter 643: loss 1.7280, time 157.13ms, mfu 0.22%
iter 644: loss 1.7056, time 156.06ms, mfu 0.22%
iter 645: loss 1.7280, time 150.99ms, mfu 0.22%
iter 646: loss 1.7091, time 160.35ms, mfu 0.22%
iter 647: loss 1.7163, time 156.35ms, mfu 0.22%
iter 648: loss 1.7014, time 162.41ms, mfu 0.22%
iter 649: loss 1.7368, time 158.05ms, mfu 0.21%
iter 650: loss 1.7187, time 161.30ms, mfu 0.21%
iter 651: loss 1.7243, time 162.54ms, mfu 0.21%
iter 652: loss 1.7013, time 159.48ms, mfu 0.21%
iter 653: loss 1.6885, time 155.84ms, mfu 0.21%
iter 654: loss 1.6922, time 149.54ms, mfu 0.21%
iter 655: loss 1.7294, time 152.09ms, mfu 0.21%
iter 656: loss 1.6746, time 144.06ms, mfu 0.22%
iter 657: loss 1.6731, time 147.03ms, mfu 0.22%
iter 658: loss 1.7102, time 148.59ms, mfu 0.22%
iter 659: loss 1.6828, time 146.73ms, mfu 0.22%
iter 660: loss 1.7055, time 144.92ms, mfu 0.22%
iter 661: loss 1.6938, time 149.36ms, mfu 0.22%
iter 662: loss 1.6932, time 144.28ms, mfu 0.22%
iter 663: loss 1.6841, time 145.38ms, mfu 0.22%
iter 664: loss 1.6898, time 147.58ms, mfu 0.22%
iter 665: loss 1.7024, time 145.41ms, mfu 0.22%
iter 666: loss 1.7066, time 150.69ms, mfu 0.22%
iter 667: loss 1.6726, time 151.63ms, mfu 0.22%
iter 668: loss 1.6914, time 153.90ms, mfu 0.22%
iter 669: loss 1.6841, time 144.33ms, mfu 0.22%
iter 670: loss 1.6877, time 147.09ms, mfu 0.22%
iter 671: loss 1.6668, time 145.96ms, mfu 0.22%
iter 672: loss 1.6769, time 145.22ms, mfu 0.22%
iter 673: loss 1.6810, time 148.77ms, mfu 0.22%
iter 674: loss 1.6788, time 143.15ms, mfu 0.23%
iter 675: loss 1.6556, time 156.45ms, mfu 0.22%
iter 676: loss 1.6884, time 142.97ms, mfu 0.22%
iter 677: loss 1.6567, time 151.18ms, mfu 0.22%
iter 678: loss 1.7038, time 145.46ms, mfu 0.22%
iter 679: loss 1.7109, time 146.94ms, mfu 0.23%
iter 680: loss 1.6679, time 145.50ms, mfu 0.23%
iter 681: loss 1.6907, time 147.46ms, mfu 0.23%
iter 682: loss 1.6586, time 145.14ms, mfu 0.23%
iter 683: loss 1.6736, time 145.23ms, mfu 0.23%
iter 684: loss 1.6529, time 149.09ms, mfu 0.23%
iter 685: loss 1.6549, time 148.24ms, mfu 0.23%
iter 686: loss 1.6774, time 172.37ms, mfu 0.22%
iter 687: loss 1.6630, time 139.97ms, mfu 0.22%
iter 688: loss 1.6865, time 161.16ms, mfu 0.22%
iter 689: loss 1.6454, time 150.09ms, mfu 0.22%
iter 690: loss 1.6823, time 160.23ms, mfu 0.22%
iter 691: loss 1.6715, time 160.48ms, mfu 0.22%
iter 692: loss 1.6702, time 172.89ms, mfu 0.22%
iter 693: loss 1.6584, time 164.40ms, mfu 0.22%
iter 694: loss 1.6374, time 166.56ms, mfu 0.21%
iter 695: loss 1.6456, time 161.37ms, mfu 0.21%
iter 696: loss 1.6580, time 159.35ms, mfu 0.21%
iter 697: loss 1.6327, time 154.94ms, mfu 0.21%
iter 698: loss 1.6153, time 149.29ms, mfu 0.21%
iter 699: loss 1.6457, time 146.04ms, mfu 0.22%
iter 700: loss 1.6401, time 151.58ms, mfu 0.22%
iter 701: loss 1.6482, time 144.83ms, mfu 0.22%
iter 702: loss 1.6302, time 207.44ms, mfu 0.21%
iter 703: loss 1.6426, time 130.22ms, mfu 0.22%
iter 704: loss 1.6503, time 145.70ms, mfu 0.22%
iter 705: loss 1.6436, time 151.79ms, mfu 0.22%
iter 706: loss 1.6772, time 148.55ms, mfu 0.22%
iter 707: loss 1.6597, time 150.36ms, mfu 0.22%
iter 708: loss 1.6271, time 159.92ms, mfu 0.22%
iter 709: loss 1.6415, time 171.16ms, mfu 0.22%
iter 710: loss 1.6604, time 158.59ms, mfu 0.21%
iter 711: loss 1.6429, time 162.17ms, mfu 0.21%
iter 712: loss 1.6515, time 163.40ms, mfu 0.21%
iter 713: loss 1.6326, time 159.60ms, mfu 0.21%
iter 714: loss 1.6442, time 165.75ms, mfu 0.21%
iter 715: loss 1.6230, time 158.98ms, mfu 0.21%
iter 716: loss 1.6379, time 154.75ms, mfu 0.21%
iter 717: loss 1.6491, time 153.55ms, mfu 0.21%
iter 718: loss 1.6390, time 151.02ms, mfu 0.21%
iter 719: loss 1.6296, time 154.53ms, mfu 0.21%
iter 720: loss 1.6576, time 149.39ms, mfu 0.21%
iter 721: loss 1.6440, time 151.33ms, mfu 0.21%
iter 722: loss 1.6490, time 146.71ms, mfu 0.22%
iter 723: loss 1.6518, time 152.72ms, mfu 0.22%
iter 724: loss 1.6485, time 144.50ms, mfu 0.22%
iter 725: loss 1.5977, time 148.52ms, mfu 0.22%
iter 726: loss 1.6058, time 152.57ms, mfu 0.22%
iter 727: loss 1.6304, time 150.21ms, mfu 0.22%
iter 728: loss 1.6528, time 154.51ms, mfu 0.22%
iter 729: loss 1.6318, time 157.47ms, mfu 0.22%
iter 730: loss 1.6130, time 175.97ms, mfu 0.21%
iter 731: loss 1.6433, time 149.42ms, mfu 0.22%
iter 732: loss 1.6012, time 175.62ms, mfu 0.21%
iter 733: loss 1.6176, time 162.61ms, mfu 0.21%
iter 734: loss 1.6254, time 170.41ms, mfu 0.21%
iter 735: loss 1.6057, time 167.46ms, mfu 0.21%
iter 736: loss 1.6262, time 162.09ms, mfu 0.21%
iter 737: loss 1.6241, time 180.85ms, mfu 0.21%
iter 738: loss 1.6237, time 163.04ms, mfu 0.21%
iter 739: loss 1.6439, time 154.83ms, mfu 0.21%
iter 740: loss 1.5807, time 168.76ms, mfu 0.21%
iter 741: loss 1.6586, time 165.74ms, mfu 0.21%
iter 742: loss 1.6222, time 158.01ms, mfu 0.21%
iter 743: loss 1.6455, time 156.67ms, mfu 0.21%
iter 744: loss 1.6504, time 150.29ms, mfu 0.21%
iter 745: loss 1.6325, time 145.50ms, mfu 0.21%
iter 746: loss 1.5814, time 145.66ms, mfu 0.21%
iter 747: loss 1.6214, time 152.00ms, mfu 0.21%
iter 748: loss 1.6442, time 147.92ms, mfu 0.21%
iter 749: loss 1.6288, time 145.53ms, mfu 0.22%
step 750: train loss 1.6194, val loss 1.7947
step 750: train loss (forward only) 1.6187, val loss (forward only) 1.7954
step 750: train loss (backward only) 5.0309, val loss (backward only) 5.1818
saving checkpoint to out-shakespeare-char
iter 750: loss 1.5786, time 11885.79ms, mfu 0.19%
iter 751: loss 1.6187, time 132.84ms, mfu 0.20%
iter 752: loss 1.5913, time 148.45ms, mfu 0.20%
iter 753: loss 1.5945, time 146.14ms, mfu 0.21%
iter 754: loss 1.6230, time 145.97ms, mfu 0.21%
iter 755: loss 1.6393, time 155.20ms, mfu 0.21%
iter 756: loss 1.5988, time 151.09ms, mfu 0.21%
iter 757: loss 1.6471, time 147.27ms, mfu 0.21%
iter 758: loss 1.5903, time 167.14ms, mfu 0.21%
iter 759: loss 1.6218, time 136.50ms, mfu 0.21%
iter 760: loss 1.5894, time 146.14ms, mfu 0.21%
iter 761: loss 1.5910, time 145.83ms, mfu 0.22%
iter 762: loss 1.6115, time 152.14ms, mfu 0.22%
iter 763: loss 1.6143, time 144.99ms, mfu 0.22%
iter 764: loss 1.6162, time 152.27ms, mfu 0.22%
iter 765: loss 1.5927, time 149.74ms, mfu 0.22%
iter 766: loss 1.5865, time 147.00ms, mfu 0.22%
iter 767: loss 1.6037, time 146.96ms, mfu 0.22%
iter 768: loss 1.6073, time 149.73ms, mfu 0.22%
iter 769: loss 1.6063, time 152.97ms, mfu 0.22%
iter 770: loss 1.5906, time 143.38ms, mfu 0.22%
iter 771: loss 1.5895, time 145.22ms, mfu 0.22%
iter 772: loss 1.6066, time 146.61ms, mfu 0.22%
iter 773: loss 1.5927, time 148.67ms, mfu 0.22%
iter 774: loss 1.5690, time 144.68ms, mfu 0.22%
iter 775: loss 1.5893, time 146.51ms, mfu 0.22%
iter 776: loss 1.6281, time 147.56ms, mfu 0.22%
iter 777: loss 1.5798, time 146.55ms, mfu 0.22%
iter 778: loss 1.6045, time 145.98ms, mfu 0.22%
iter 779: loss 1.5939, time 157.49ms, mfu 0.22%
iter 780: loss 1.6085, time 145.75ms, mfu 0.22%
iter 781: loss 1.5964, time 145.23ms, mfu 0.22%
iter 782: loss 1.6001, time 146.58ms, mfu 0.22%
iter 783: loss 1.5797, time 148.23ms, mfu 0.22%
iter 784: loss 1.5705, time 147.79ms, mfu 0.22%
iter 785: loss 1.5861, time 145.61ms, mfu 0.23%
iter 786: loss 1.5585, time 144.74ms, mfu 0.23%
iter 787: loss 1.5661, time 146.94ms, mfu 0.23%
iter 788: loss 1.5607, time 145.58ms, mfu 0.23%
iter 789: loss 1.5736, time 146.67ms, mfu 0.23%
iter 790: loss 1.5878, time 146.38ms, mfu 0.23%
iter 791: loss 1.5614, time 147.21ms, mfu 0.23%
iter 792: loss 1.5758, time 146.02ms, mfu 0.23%
iter 793: loss 1.6025, time 149.12ms, mfu 0.23%
iter 794: loss 1.5981, time 146.49ms, mfu 0.23%
iter 795: loss 1.6010, time 146.62ms, mfu 0.23%
iter 796: loss 1.5666, time 146.88ms, mfu 0.23%
iter 797: loss 1.5938, time 148.32ms, mfu 0.23%
iter 798: loss 1.5985, time 145.97ms, mfu 0.23%
iter 799: loss 1.5881, time 146.35ms, mfu 0.23%
iter 800: loss 1.5946, time 146.47ms, mfu 0.23%
iter 801: loss 1.5607, time 146.00ms, mfu 0.23%
iter 802: loss 1.6095, time 148.21ms, mfu 0.23%
iter 803: loss 1.6022, time 145.68ms, mfu 0.23%
iter 804: loss 1.5422, time 181.72ms, mfu 0.22%
iter 805: loss 1.5970, time 145.61ms, mfu 0.22%
iter 806: loss 1.5630, time 142.12ms, mfu 0.22%
iter 807: loss 1.5836, time 146.04ms, mfu 0.22%
iter 808: loss 1.5853, time 145.63ms, mfu 0.23%
iter 809: loss 1.5923, time 146.81ms, mfu 0.23%
iter 810: loss 1.5259, time 146.68ms, mfu 0.23%
iter 811: loss 1.5444, time 157.41ms, mfu 0.22%
iter 812: loss 1.5629, time 146.66ms, mfu 0.22%
iter 813: loss 1.5358, time 148.89ms, mfu 0.22%
iter 814: loss 1.5883, time 146.17ms, mfu 0.22%
iter 815: loss 1.5700, time 147.37ms, mfu 0.22%
iter 816: loss 1.5934, time 144.09ms, mfu 0.23%
iter 817: loss 1.5794, time 150.17ms, mfu 0.23%
iter 818: loss 1.5529, time 144.80ms, mfu 0.23%
iter 819: loss 1.5498, time 146.84ms, mfu 0.23%
iter 820: loss 1.5932, time 145.65ms, mfu 0.23%
iter 821: loss 1.5686, time 146.48ms, mfu 0.23%
iter 822: loss 1.5807, time 147.15ms, mfu 0.23%
